name,datetime,order_type,volume,min_price,max_price,range,median,avg_price,mod_rank,item_id
afuris_prime_link,2023-07-31T00:00:00.000+00:00,sell,175,3.0,7.0,4.0,5.0,5.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-26T00:00:00.000+00:00,sell,178,3.0,7.0,4.0,4.0,5.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-30T00:00:00.000+00:00,buy,4036,1.0,3.0,2.0,2.0,2.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-30T00:00:00.000+00:00,closed,23,2.0,5.0,3.0,4.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-31T00:00:00.000+00:00,closed,12,3.0,5.0,2.0,4.0,4.0,,639a941d74b02f008887784d
afuris_prime_receiver,2023-07-31T00:00:00.000+00:00,closed,73,10.0,20.0,10.0,15.0,15.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-30T00:00:00.000+00:00,sell,212,10.0,25.0,15.0,18.0,17.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-08-01T00:00:00.000+00:00,closed,48,13.0,17.0,4.0,15.0,15.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-28T00:00:00.000+00:00,buy,2368,6.0,10.0,4.0,8.0,8.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-26T00:00:00.000+00:00,closed,52,12.0,16.0,4.0,14.0,14.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-28T00:00:00.000+00:00,closed,60,11.0,15.0,4.0,14.0,13.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-29T00:00:00.000+00:00,buy,4295,3.0,11.0,8.0,8.0,7.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-29T00:00:00.000+00:00,closed,76,10.0,14.0,4.0,12.0,12.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-29T00:00:00.000+00:00,sell,224,10.0,25.0,15.0,17.0,17.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-08-01T00:00:00.000+00:00,buy,13201,3.0,12.0,9.0,8.0,7.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-26T00:00:00.000+00:00,buy,2988,3.0,13.0,10.0,8.0,8.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-08-01T00:00:00.000+00:00,sell,204,10.0,30.0,20.0,18.0,20.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-27T00:00:00.000+00:00,sell,232,10.0,25.0,15.0,17.0,17.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-27T00:00:00.000+00:00,closed,32,12.0,16.0,4.0,14.5,14.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-26T00:00:00.000+00:00,sell,178,13.0,20.0,7.0,18.0,16.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-28T00:00:00.000+00:00,sell,239,10.0,25.0,15.0,16.5,17.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-27T00:00:00.000+00:00,buy,2539,6.0,10.0,4.0,8.0,8.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-30T00:00:00.000+00:00,closed,57,12.0,16.0,4.0,14.0,14.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-31T00:00:00.000+00:00,sell,200,10.0,25.0,15.0,17.0,17.5,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-31T00:00:00.000+00:00,buy,12284,3.0,13.0,10.0,8.0,8.0,,639a941e74b02f0088877853
afuris_prime_receiver,2023-07-30T00:00:00.000+00:00,buy,3084,3.0,11.0,8.0,8.0,7.0,,639a941e74b02f0088877853
afuris_prime_set,2023-07-26T00:00:00.000+00:00,sell,229,50.0,85.0,35.0,60.0,67.5,,639a941c74b02f008887784c
afuris_prime_set,2023-07-30T00:00:00.000+00:00,closed,42,54.0,60.0,6.0,57.0,57.0,,639a941c74b02f008887784c
